[Wed May 20 06:45:42 AM EDT 2026] GPU monitor started. Waiting for 4 free GPUs...
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.1.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.1.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.1.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.1.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.1.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,333 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.10.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.2.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.11.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.3.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.12.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.4.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.13.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.5.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.6.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.6.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.6.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 16:57:47,334 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
